"No.","Time","Source","Destination","Protocol","Length","Info"
"195","140.727066","127.0.0.1","127.0.0.1","TCP","44","51715  >  12000 [ACK] Seq=39 Ack=18 Win=2619648 Len=0"
"196","140.727947","127.0.0.1","127.0.0.1","TCP","47","12000  >  51717 [PSH, ACK] Seq=1 Ack=9 Win=2619648 Len=3"
"197","140.727986","127.0.0.1","127.0.0.1","TCP","44","51717  >  12000 [ACK] Seq=9 Ack=4 Win=2619648 Len=0"
"198","140.728605","127.0.0.1","127.0.0.1","TCP","52","51717  >  12000 [PSH, ACK] Seq=9 Ack=4 Win=2619648 Len=8[Malformed Packet]"
"199","140.728646","127.0.0.1","127.0.0.1","TCP","44","12000  >  51717 [ACK] Seq=4 Ack=17 Win=2619648 Len=0"
"200","140.729248","127.0.0.1","127.0.0.1","TCP","44","51717  >  12000 [FIN, ACK] Seq=17 Ack=4 Win=2619648 Len=0"
"201","140.729285","127.0.0.1","127.0.0.1","TCP","44","12000  >  51717 [ACK] Seq=4 Ack=18 Win=2619648 Len=0"
"202","150.789073","127.0.0.1","127.0.0.1","TCP","56","51719  >  12000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"203","150.789167","127.0.0.1","127.0.0.1","TCP","56","12000  >  51719 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"204","150.789243","127.0.0.1","127.0.0.1","TCP","44","51719  >  12000 [ACK] Seq=1 Ack=1 Win=2619648 Len=0"
"205","150.789288","127.0.0.1","127.0.0.1","TCP","60","51719  >  12000 [PSH, ACK] Seq=1 Ack=1 Win=2619648 Len=16"
"206","150.789309","127.0.0.1","127.0.0.1","TCP","44","12000  >  51719 [ACK] Seq=1 Ack=17 Win=2619648 Len=0"
"207","150.789524","127.0.0.1","127.0.0.1","TCP","44","12000  >  51717 [FIN, ACK] Seq=4 Ack=18 Win=2619648 Len=0"
"208","150.789563","127.0.0.1","127.0.0.1","TCP","44","51717  >  12000 [ACK] Seq=18 Ack=5 Win=2619648 Len=0"
"209","150.790510","127.0.0.1","127.0.0.1","TCP","60","12000  >  51719 [PSH, ACK] Seq=1 Ack=17 Win=2619648 Len=16"
"210","150.790550","127.0.0.1","127.0.0.1","TCP","44","51719  >  12000 [ACK] Seq=17 Ack=17 Win=2619648 Len=0"
"211","150.791095","127.0.0.1","127.0.0.1","TCP","65","51719  >  12000 [PSH, ACK] Seq=17 Ack=17 Win=2619648 Len=21"
"212","150.791139","127.0.0.1","127.0.0.1","TCP","44","12000  >  51719 [ACK] Seq=17 Ack=38 Win=2619648 Len=0"
"213","150.791877","127.0.0.1","127.0.0.1","TCP","44","51719  >  12000 [FIN, ACK] Seq=38 Ack=17 Win=2619648 Len=0"
"214","150.791913","127.0.0.1","127.0.0.1","TCP","44","12000  >  51719 [ACK] Seq=17 Ack=39 Win=2619648 Len=0"
"215","160.847693","127.0.0.1","127.0.0.1","TCP","56","51720  >  12000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"216","160.847790","127.0.0.1","127.0.0.1","TCP","56","12000  >  51720 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"217","160.847860","127.0.0.1","127.0.0.1","TCP","44","51720  >  12000 [ACK] Seq=1 Ack=1 Win=2619648 Len=0"
"218","160.847895","127.0.0.1","127.0.0.1","TCP","63","51720  >  12000 [PSH, ACK] Seq=1 Ack=1 Win=2619648 Len=19"
"219","160.847918","127.0.0.1","127.0.0.1","TCP","44","12000  >  51720 [ACK] Seq=1 Ack=20 Win=2619648 Len=0"
"220","160.848067","127.0.0.1","127.0.0.1","TCP","44","12000  >  51719 [FIN, ACK] Seq=17 Ack=39 Win=2619648 Len=0"
"221","160.848107","127.0.0.1","127.0.0.1","TCP","44","51719  >  12000 [ACK] Seq=39 Ack=18 Win=2619648 Len=0"
"222","160.849112","127.0.0.1","127.0.0.1","TCP","63","12000  >  51720 [PSH, ACK] Seq=1 Ack=20 Win=2619648 Len=19"
"223","160.849165","127.0.0.1","127.0.0.1","TCP","44","51720  >  12000 [ACK] Seq=20 Ack=20 Win=2619648 Len=0"
"224","160.849719","127.0.0.1","127.0.0.1","TCP","68","51720  >  12000 [PSH, ACK] Seq=20 Ack=20 Win=2619648 Len=24"
"225","160.849767","127.0.0.1","127.0.0.1","TCP","44","12000  >  51720 [ACK] Seq=20 Ack=44 Win=2619648 Len=0"
"226","160.850404","127.0.0.1","127.0.0.1","TCP","44","51720  >  12000 [FIN, ACK] Seq=44 Ack=20 Win=2619648 Len=0"
"227","160.850447","127.0.0.1","127.0.0.1","TCP","44","12000  >  51720 [ACK] Seq=20 Ack=45 Win=2619648 Len=0"
"228","170.924972","127.0.0.1","127.0.0.1","TCP","56","51721  >  12000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"229","170.925067","127.0.0.1","127.0.0.1","TCP","56","12000  >  51721 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"230","170.925124","127.0.0.1","127.0.0.1","TCP","44","51721  >  12000 [ACK] Seq=1 Ack=1 Win=2619648 Len=0"
"231","170.925174","127.0.0.1","127.0.0.1","TCP","52","51721  >  12000 [PSH, ACK] Seq=1 Ack=1 Win=2619648 Len=8"
"232","170.925195","127.0.0.1","127.0.0.1","TCP","44","12000  >  51721 [ACK] Seq=1 Ack=9 Win=2619648 Len=0"
"233","170.925360","127.0.0.1","127.0.0.1","TCP","44","12000  >  51720 [FIN, ACK] Seq=20 Ack=45 Win=2619648 Len=0"
"234","170.925401","127.0.0.1","127.0.0.1","TCP","44","51720  >  12000 [ACK] Seq=45 Ack=21 Win=2619648 Len=0"
"235","170.926347","127.0.0.1","127.0.0.1","TCP","49","12000  >  51721 [PSH, ACK] Seq=1 Ack=9 Win=2619648 Len=5"
"236","170.926388","127.0.0.1","127.0.0.1","TCP","44","51721  >  12000 [ACK] Seq=9 Ack=6 Win=2619648 Len=0"
"237","170.926907","127.0.0.1","127.0.0.1","TCP","54","51721  >  12000 [PSH, ACK] Seq=9 Ack=6 Win=2619648 Len=10"
"238","170.926946","127.0.0.1","127.0.0.1","TCP","44","12000  >  51721 [ACK] Seq=6 Ack=19 Win=2619648 Len=0"
"239","170.927426","127.0.0.1","127.0.0.1","TCP","44","51721  >  12000 [FIN, ACK] Seq=19 Ack=6 Win=2619648 Len=0"
"240","170.927467","127.0.0.1","127.0.0.1","TCP","44","12000  >  51721 [ACK] Seq=6 Ack=20 Win=2619648 Len=0"
"241","181.011238","127.0.0.1","127.0.0.1","TCP","56","51723  >  12000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"242","181.011310","127.0.0.1","127.0.0.1","TCP","56","12000  >  51723 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"243","181.011355","127.0.0.1","127.0.0.1","TCP","44","51723  >  12000 [ACK] Seq=1 Ack=1 Win=2619648 Len=0"
"244","181.011407","127.0.0.1","127.0.0.1","TCP","72","51723  >  12000 [PSH, ACK] Seq=1 Ack=1 Win=2619648 Len=28"
"245","181.011438","127.0.0.1","127.0.0.1","TCP","44","12000  >  51723 [ACK] Seq=1 Ack=29 Win=2619648 Len=0"
"246","181.011596","127.0.0.1","127.0.0.1","TCP","44","12000  >  51721 [FIN, ACK] Seq=6 Ack=20 Win=2619648 Len=0"
"247","181.011636","127.0.0.1","127.0.0.1","TCP","44","51721  >  12000 [ACK] Seq=20 Ack=7 Win=2619648 Len=0"
"248","181.012634","127.0.0.1","127.0.0.1","TCP","72","12000  >  51723 [PSH, ACK] Seq=1 Ack=29 Win=2619648 Len=28"
"249","181.012676","127.0.0.1","127.0.0.1","TCP","44","51723  >  12000 [ACK] Seq=29 Ack=29 Win=2619648 Len=0"
"250","181.013216","127.0.0.1","127.0.0.1","TCP","77","51723  >  12000 [PSH, ACK] Seq=29 Ack=29 Win=2619648 Len=33"
"251","181.013256","127.0.0.1","127.0.0.1","TCP","44","12000  >  51723 [ACK] Seq=29 Ack=62 Win=2619648 Len=0"
"252","181.014008","127.0.0.1","127.0.0.1","TCP","44","51723  >  12000 [FIN, ACK] Seq=62 Ack=29 Win=2619648 Len=0"
"253","181.014046","127.0.0.1","127.0.0.1","TCP","44","12000  >  51723 [ACK] Seq=29 Ack=63 Win=2619648 Len=0"
"254","191.064231","127.0.0.1","127.0.0.1","TCP","56","51724  >  12000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"255","191.064277","127.0.0.1","127.0.0.1","TCP","56","12000  >  51724 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM=1"
"256","191.064318","127.0.0.1","127.0.0.1","TCP","44","51724  >  12000 [ACK] Seq=1 Ack=1 Win=2619648 Len=0"
"257","191.064358","127.0.0.1","127.0.0.1","TCP","50","51724  >  12000 [PSH, ACK] Seq=1 Ack=1 Win=2619648 Len=6"
"258","191.064378","127.0.0.1","127.0.0.1","TCP","44","12000  >  51724 [ACK] Seq=1 Ack=7 Win=2619648 Len=0"
"259","191.064555","127.0.0.1","127.0.0.1","TCP","44","12000  >  51723 [FIN, ACK] Seq=29 Ack=63 Win=2619648 Len=0"
"260","191.064595","127.0.0.1","127.0.0.1","TCP","44","51723  >  12000 [ACK] Seq=63 Ack=30 Win=2619648 Len=0"
"261","191.065495","127.0.0.1","127.0.0.1","TCP","49","12000  >  51724 [PSH, ACK] Seq=1 Ack=7 Win=2619648 Len=5"
"262","191.065534","127.0.0.1","127.0.0.1","TCP","44","51724  >  12000 [ACK] Seq=7 Ack=6 Win=2619648 Len=0"
"263","191.066064","127.0.0.1","127.0.0.1","TCP","54","51724  >  12000 [PSH, ACK] Seq=7 Ack=6 Win=2619648 Len=10"
"264","191.066109","127.0.0.1","127.0.0.1","TCP","44","12000  >  51724 [ACK] Seq=6 Ack=17 Win=2619648 Len=0"
"265","191.066856","127.0.0.1","127.0.0.1","TCP","44","51724  >  12000 [FIN, ACK] Seq=17 Ack=6 Win=2619648 Len=0"
"266","191.066896","127.0.0.1","127.0.0.1","TCP","44","12000  >  51724 [ACK] Seq=6 Ack=18 Win=2619648 Len=0"
